Go.	Va !
I want to drink some water.	Je veux boire de l'eau.
I want to file a complaint.	Je veux déposer plainte.
I want to file a complaint.	Je veux enregistrer une réclamation.
I want to go over it again.	Je veux le parcourir à nouveau.
I want to have my own room.	Je veux ma propre chambre.
I want to know where it is.	Je veux savoir où ça se trouve.
I want to know who that is.	Je veux savoir de qui il s'agit.
I want to learn how to ski.	Je veux apprendre à skier.
I want to live in a castle.	Je veux habiter dans un château.
I want to live in the city.	Je veux vivre en ville.
I want to make a complaint.	Je veux porter plainte.
I want to make a complaint.	Je veux faire une réclamation.
I want to make a statement.	Je veux faire une déclaration.
I want to make new friends.	Je veux me faire de nouveaux amis.
I want to make new friends.	Je veux me faire de nouvelles amies.
I want to meet the teacher.	Je veux rencontrer le professeur.
I want to see Tom tomorrow.	Je veux voir Tom demain.
I want to see what happens.	Je veux voir ce qui se produit.
I want to see what happens.	Je veux voir ce qui se passe.
I want to see what happens.	Je veux voir ce qui arrive.
I want to serve my country.	Je veux servir mon pays.
I want to stay here longer.	Je veux rester ici plus longtemps.
I want to talk to you, Tom.	Je veux te parler, Tom.
I want to talk to you, Tom.	Je veux vous parler, Tom.
I want to think for myself.	Je veux réfléchir par moi-même.
I want what's best for you.	Je ne veux que ton bien.
I want you all out of here.	Je veux vous voir tous hors d'ici.
I want you all out of here.	Je veux vous voir toutes hors d'ici.
I want you gone by sunrise.	Je veux que vous soyez parti d'ici le lever du soleil.
I want you gone by sunrise.	Je veux que tu sois parti d'ici le lever du soleil.
I want you out of here now.	Je vous veux hors d'ici maintenant !
I want you to analyze this.	Je veux que tu analyses ceci.
I want you to analyze this.	Je veux que vous analysiez ceci.
I want you to be my friend.	Je veux que vous soyez mon ami.
I want you to be my friend.	Je veux que vous soyez mon amie.
I want you to be my friend.	Je veux que tu sois mon ami.
I want you to be my friend.	Je veux que tu sois mon amie.
I want you to come with me.	Je veux que tu viennes avec moi.
I want you to go somewhere.	Je veux que vous alliez quelque part.
I want you to go somewhere.	Je veux que tu ailles quelque part.
I want you to go to Boston.	Je veux que tu ailles à Boston.
I want you to go to Boston.	Je veux que vous alliez à Boston.
I want you to stay with me.	Je veux que tu restes avec moi.
I want you to wash the car.	Je veux que tu laves la voiture.
I wanted to show it to you.	Je voulais te le montrer.
I wanted to show it to you.	Je voulais te la montrer.
I warned him of the danger.	Je l'ai prévenu du danger.
I was arrested on the spot.	J'ai été arrêté sur-le-champ.
I was arrested on the spot.	J'ai été arrêtée sur-le-champ.
I was blinded by the light.	J'étais aveuglé par la lumière.
I was born and raised here.	Je suis né et j'ai grandi ici.
I was born and raised here.	Je suis née et j'ai grandi ici.
I was born in 1988 in York.	Je suis né en mille neuf cent quatre-vingt-huit à York.
I was born on June 4, 1974.	Je suis né le 4 juin 1974.
I was feeling blue all day.	Je me sentais déprimé toute la journée.
I was ignorant of his plan.	Je ne connaissais pas son plan.
I was in Boston in October.	J'étais à Boston en octobre.
I was in London last month.	J'étais à Londres le mois dernier.
I was just taking a shower.	J'étais justement en train de prendre une douche.
I was looking for my diary.	Je cherchais mon journal.
I was looking for my diary.	Je cherchais mon journal intime.
I was married at that time.	J'étais marié à cette époque.
I was off duty at the time.	Je n'étais pas de service à ce moment.
I was off duty at the time.	Je n'étais pas en service à ce moment.
I was pleasantly surprised.	J'ai été agréablement surpris.
I was pleasantly surprised.	Je fus agréablement surpris.
I was pleasantly surprised.	Je fus agréablement surprise.
I was reading a novel then.	Je lisais alors un roman.
I was really mad at myself.	J'étais vraiment en colère contre moi-même.
I was really proud of that.	J'étais vraiment fier de ça.
I was really uncomfortable.	J'étais vraiment mal à l'aise.
I was taking a shower then.	J'étais en train de prendre une douche.
I was tired of watching TV.	Je suis lassé de regarder la télé.
I was unable to go outside.	J'étais dans l'incapacité de me rendre à l'extérieur.
I was unable to go outside.	J'étais incapable d'aller dehors.
I was young and crazy once.	J'étais jeune et fou autrefois.
I wasn't feeling very well.	Je ne me sentais pas très bien.
I wasn't making fun of you.	Je ne me moquais pas de toi.
I wasn't making fun of you.	Je ne me moquais pas de vous.
I wasn't prepared for this.	Je n'étais pas préparé à cela.
I wasn't prepared for this.	Je n'étais pas préparée à cela.
I wasn't talking about Tom.	Je ne parlais pas de Tom.
I wasn't talking about you.	Je ne parlais pas de toi.
I wasn't talking about you.	Je ne parlais pas de vous.
I wasn't too sure about it.	Je n'en étais pas très certain.
I wasn't too sure about it.	Je n'en étais pas très certaine.
I watched a movie on video.	J'ai regardé un film en vidéo.
I wear shorts all the time.	Je porte des shorts tout le temps.
I went fishing last Monday.	Je suis allé pêcher lundi dernier.
I went not once, but twice.	J'y suis allé non pas une fois mais deux.
I went not once, but twice.	J'y suis allée non pas une fois mais deux.
I went out with my friends.	Je suis sorti avec mes amis.
I went swimming in the sea.	Je suis allé nager à la mer.
I went to bed after eating.	Après le repas, je suis allé me coucher.
I went to see a show today.	Je suis allé voir un spectacle aujourd'hui.
I will always remember you.	Je me souviendrai toujours de toi.
I will always remember you.	Je me souviendrai toujours de vous.
I will bring it right away.	Je l'apporte de suite.
I will bring it right away.	Je l'apporte tout de suite.
I will bring it right away.	Je l'apporte de ce pas.
I will bring it right away.	Je l'apporte immédiatement.
I will call you in an hour.	Je t'appelle dans une heure.
I will call you in an hour.	Je t'appellerai dans une heure.
I will come if I have time.	Je viendrai si j'ai le temps.
I will do anything for him.	Je ferai n'importe quoi pour lui.
I will do anything for you.	Je ferai n'importe quoi pour vous.
I will do anything for you.	Je ferai n'importe quoi pour toi.
I will do whatever you ask.	Je ferai tout ce que tu demandes.
I will do whatever you ask.	Je ferai tout ce que vous demandez.
I will go abroad next year.	J'irais à l'étranger l'année prochaine.
I will go even if it rains.	J'ai l'intention d'y aller, même s'il pleut.
I will stop him from going.	Je l'empêcherai d'y aller.
I will write you back soon.	Je vous donnerai rapidement une réponse écrite.
I wish I could believe you.	J'aimerais pouvoir vous croire.
I wish I could believe you.	J'aimerais pouvoir te croire.
I wish I could change that.	J'aimerais pouvoir changer ça.
I wish I could do the same.	J'aimerais pouvoir faire la même chose.
I wish I could play guitar.	J’aimerais savoir jouer de la guitare.
I wish I could stay longer.	J'aimerais pouvoir rester plus longtemps.
I wish I could stay longer.	J'aimerais pouvoir m'attarder.
I wish I earned more money.	J'aimerais gagner davantage d'argent.
I wish I had brought a map.	J'aimerais avoir apporté une carte.
I wish I had seen the film.	J'aurais aimé voir le film.
I wish I knew where he was!	J'aurais aimé savoir où il était !
I wish I were in Paris now.	J'aimerais être à Paris en ce moment.
I wish I'd been born a boy.	J'aurais voulu naître en tant que garçon.
I wish Tom would stop that.	J'aimerais que Tom arrête cela.
I wish he were on our team.	J'aimerais qu'il fasse partie de notre équipe.
I wish the rain would stop.	J'aimerais que la pluie cesse.
I wish to make a complaint.	Je voudrais déposer une plainte.
I wish we had won the game.	J'aimerais que nous ayons gagné la partie.
I wish you hadn't found me.	J'aurais aimé que tu ne m'aies pas trouvé.
I wish you hadn't found me.	J'aurais aimé que tu ne m'aies pas trouvée.
I wish you hadn't found me.	J'aurais aimé que vous ne m'ayez pas trouvé.
I wish you hadn't found me.	J'aurais aimé que vous ne m'ayez pas trouvée.
I won't be at home tonight.	Je ne serai pas à la maison ce soir.
I wonder if she is married.	Je me demande si elle est mariée.
I wonder if you understand.	Je me demande si tu comprends.
I wonder if you understand.	Je me demande si vous comprenez.
I wonder what Tom would do.	Je me demande ce que Tom ferais.
I wonder what raccoons eat.	Je me demande ce que mangent les ratons laveurs.
I wonder what's in the box.	Je me demande ce qu'il y a dans la boite.
I wonder where he has gone.	Je me demande où il est allé.
I wonder who that lady was.	Je me demande qui était cette dame.
I wonder whose car this is.	Je me demande à qui est cette voiture.
I wonder why I'm so sleepy.	Je me demande pourquoi j'ai tant sommeil.
I wonder why birds migrate.	Je me demande pourquoi les oiseaux migrent.
I wonder why he was absent.	Je me demande pourquoi il était absent.
I work for a travel agency.	Je travaille pour une agence de voyage.
I would appreciate a reply.	J'apprécierais une réponse.
I would like a little wine.	J'aimerais un peu de vin.
I would like to rent a car.	J'aimerais louer une voiture.
I would never let you down.	Je ne te laisserais jamais tomber.
I would never let you down.	Je ne vous laisserais jamais tomber.
I write every chance I get.	J'écris chaque fois que j'en ai l'occasion.
I wrote a letter in French.	J'ai écrit une lettre en français.
I wrote a letter yesterday.	J'ai écrit une lettre hier.
I'd be happy if you'd come.	Je serais ravi si tu venais.
I'd be happy to discuss it.	Je serais ravi d'en discuter.
I'd be happy to discuss it.	Je serais ravie d'en discuter.
I'd better get to bed soon.	Je ferais mieux d'aller tôt au lit.
I'd like a map of the city.	Je voudrais un plan de la ville.
I'd like a receipt, please.	Je voudrais bien un reçu.
I'd like a receipt, please.	J'aimerais un reçu, s'il vous plait.
I'd like a receipt, please.	J'aimerais un reçu, s'il te plait.
I'd like a shot of tequila.	Je prendrais un verre de tequila.
I'd like a shrimp cocktail.	J'aimerais un cocktail de crevettes.
I'd like this fight to end.	J'aimerais que ce combat se termine.
I'd like to ask a question.	J'aimerais poser une question.
I'd like to be a guitarist.	J'aimerais être guitariste.
I'd like to be your friend.	J'aimerais être ton ami.
I'd like to brush my teeth.	J'aimerais me brosser les dents.
I'd like to buy you a beer.	J'aimerais vous acheter une bière.
I'd like to buy you a beer.	J'aimerais t'acheter une bière.
I'd like to call my family.	J'aimerais appeler ma famille.
I'd like to change clothes.	J'aimerais me changer.
I'd like to change clothes.	J'aimerais changer de tenue.
I'd like to change my room.	J'aimerais changer de chambre.
I'd like to dance with you.	Je voudrais danser avec toi.
I'd like to die of old age.	J'aimerais mourir de vieillesse.
I'd like to do what you do.	J'aimerais faire la même chose que toi.
I'd like to finish the job.	J'aimerais finir le travail.
I'd like to get some sleep.	J'aimerais prendre un peu de sommeil.
I'd like to give it to Tom.	J'aimerais le donner à Tom.
I'd like to go to the mall.	J'aimerais me rendre au centre commercial.
I'd like to know the truth.	J'aimerais connaître la vérité.
I'd like to order the same.	J'aimerais commander le même.
I'd like to own a business.	J'aimerais posséder une affaire.
I'd like to reserve a seat.	J'aimerais réserver une place.
